s,F1, F2, F3, T1, T2, T3, T4, T_D40, T5, T6, TOELE, T_T_1, T_T_2, f, s_k, s_k2, k, s_V, s_V_K, r_tilde, T_BP1, T_BP2, T_WT1, T_WT2, T_V, T_V2, m, r, T_V_tilde, reglerguete_Misch , reglerguete_K, reglerguete_stellgroesse, reihenfolge
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5132.60
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5133.70
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5134.80
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5135.90
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5137.00
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5138.10
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5139.20
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5140.30
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5141.40
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.14, 0.57, 0.00,     5142.50
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.13, 0.57, 0.00,     5143.60
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.13, 0.56, 0.00,     5144.70
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.13, 0.56, 0.00,     5145.80
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.12, 0.55, 0.00,     5146.90
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.11, 0.54, 0.00,     5148.00
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.11, 0.54, 0.00,     5149.10
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.10, 0.53, 0.00,     5150.20
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.09, 0.52, 0.00,     5151.30
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.09, 0.52, 0.00,     5152.40
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.08, 0.51, 0.00,     5153.50
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.08, 0.51, 0.00,     5154.60
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.08, 0.50, 0.00,     5155.70
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.07, 0.49, 0.00,     5156.80
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.07, 0.49, 0.00,     5157.90
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.07, 0.48, 0.00,     5159.00
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.07, 0.48, 0.00,     5160.10
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.47, 0.00,     5161.20
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.46, 0.00,     5162.30
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.46, 0.00,     5163.40
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.45, 0.00,     5164.50
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.45, 0.00,     5165.60
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.44, 0.00,     5166.70
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.43, 0.00,     5167.80
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.43, 0.00,     5168.90
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.42, 0.00,     5170.00
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.41, 0.00,     5171.10
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.41, 0.00,     5172.20
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.40, 0.00,     5173.30
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.40, 0.00,     5174.40
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.39, 0.00,     5175.50
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.38, 0.00,     5176.60
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.38, 0.00,     5177.70
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.37, 0.00,     5178.80
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.06, 0.37, 0.00,     5179.90
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.05, 0.36, 0.00,     5181.00
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.05, 0.36, 0.00,     5182.10
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, -0.00, 0.0184, 0.21, 78.00, 0.05, 0.35, 0.00,     5183.20
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.35, 0.00,     5184.30
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.34, 0.00,     5185.40
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.34, 0.00,     5186.50
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, -0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.34, 0.00,     5187.60
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.33, 0.00,     5188.70
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.33, 0.00,     5189.80
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.32, 0.00,     5190.90
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.32, 0.00,     5192.00
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.32, 0.00,     5193.10
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.31, 0.00,     5194.20
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.31, 0.00,     5195.30
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.31, 0.00,     5196.40
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.31, 0.00,     5197.50
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.30, 0.00,     5198.60
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.30, 0.00,     5199.70
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.30, 0.00,     5200.80
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.30, 0.00,     5201.90
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.30, 0.00,     5203.00
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.29, 0.00,     5204.10
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.29, 0.00,     5205.20
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.29, 0.00,     5206.30
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.29, 0.00,     5207.40
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.29, 0.00,     5208.50
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5209.60
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5210.70
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5211.80
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5212.90
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5214.00
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5215.10
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5216.20
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5217.30
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5218.40
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5219.50
80.00,0.00, 0.00, 0.00, 90.00, 90.00, 26.99, 26.99, 78.00, 78.00, 80.00, 80.00, 78.00, 78.00, -2.00, 78.00, 0.00, 0.00, 78.00, 0.00, 0.19, 90.00, 90.00, 26.15, 26.15, 78.00, 0.00, 0.0184, 0.21, 78.00, 0.05, 0.28, 0.00,     5220.60
